id,car_variant,year_of_vehicle_manufacture,month_of_vehicle_manufacture,odometer_reading,odometer_reading_present,vehicle_fuel_type,registered_color,vehicle_make,vehicle_model,accidental_vehicle,city,car_valuation
530,S5,2020,6,38481.76773265842,1,Diesel,,Mahindra,Scorpio,,Delhi,1296429.6726235587
605,RXL,2019,2,,0,Petrol + CNG,,Renault,KWID,,Surat,376509.8190351863
209,1.2 Revotron XT,2021,12,46857.772284735736,1,Petrol,,Tata,TIAGO,,Nagpur,518740.04531153355
319,1.6 CRDi S Option,2015,6,57469.043712060426,1,Diesel,,Hyundai,Verna,,Bengaluru,542638.6522991374
582,VERNA 1 6 CRDI SX,2015,6,,0,Diesel,,Hyundai,VERNA 1 6 CRDI SX,,Hyderabad,534330.8346089843
421,Vxi,2019,12,103038.2048251394,1,Petrol,,Maruti,Swift,,Rajkot,609923.835507707
166,RxL,2021,8,6916.920889465216,1,Petrol,,Renault,Triber,,Viluppuram,612240.5008200156
627,LXi,2024,2,1250.326353714087,1,Petrol,,Maruti,Swift,,Delhi,592181.9236019985
143,VXi,2015,1,,0,Petrol,,Maruti,Ritz,,Bangalore,277847.7440693925
144,1.6 CRDi SX Option,2016,11,148634.58678920753,1,Diesel,,Hyundai,CRETA,,Nagpur,979982.0095750141
383,BMW 5200,2013,6,,0,Diesel,,BMW,BMW,,South Delhi,2579665.407445659
233,GREEN LXI,2018,2,,0,Petrol,,MARUTI,ALTO 800,,New Delhi,334817.09090704424
586,ASTA 1.4 CRDI,2017,1,,0,Petrol,,Hyundai,I20 ASTA 1.4 CRDI,,Bangalore,684226.9305789025
134,Green VXI,2017,12,63106.3318896469,1,Petrol + CNG,,Maruti,CELERIO,,Pune,462128.7577982609
480,ZXi,2020,12,11830.200804450882,1,Petrol,,Maruti,Celerio,,Thane,711658.5837172796
414,Sharp CVT,2021,10,8868.555543246603,1,Petrol,,MG,Hector,,Delhi,1784066.2846017838
651,VXi AT,2021,8,55845.70459980794,1,Petrol,,Maruti,Ertiga,,Mumbai,1099173.2496125388
250,Eon Magna,2013,1,,0,Petrol,,Hyundai,Hyundai Eon Megna,,Tiruvallur,254849.68911927112
275,E,2022,5,35680.687652068875,1,Diesel,,Hyundai,CRETA,,Shimoga,1240141.945041848
287,VDi,2015,1,150577.7103528731,1,Diesel,,Maruti,SWIFT,,Cuddalore,583345.210396648
44,1.2 MPI Comfortline,2013,7,104254.90533516588,1,Petrol,,Volkswagen,Polo,,Jamnagar,465801.60176505387
699,LXI CNG,2022,3,46636.80106487383,1,Petrol + CNG,,Maruti,WAGON R,,Gwalior,571044.9579537191
528,Era Plus,2015,2,41900.64703380615,1,Petrol,,Hyundai,EON,,Udaipur,266307.22199888516
544,1.5D TIT,2013,2,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,611247.1927962136
241,Vxi,2020,8,55294.9266762644,1,Petrol,,Maruti,Swift,,Faridabad,625414.2841616083
532,LXi,2021,1,37883.33946071016,1,Petrol,,Maruti,Swift,,Ghaziabad,507436.55415562936
285,VXI,2013,2,,0,Petrol,,Maruti,Swift Dzire,,North East Delhi,542335.5330874936
183,1.6 VTVT SX Plus,2014,7,132325.61490674142,1,Petrol + CNG,,Hyundai,Creta,,North Delhi,750400.750087669
676,1.4 CRDi S,2016,7,83559.67041437361,1,Diesel,,Hyundai,CRETA,,Udaipur,893874.1544536587
151,PRIME T CRDI BSIV,2017,2,,0,Diesel,,HYUNDAI,GRAND I10,,Kancheepuram,426562.93197159906
188,85PS Diesel RxZ,2019,4,72464.85920621228,1,Diesel,,Renault,Duster,,Salem,961470.0897457716
592,2.5G,2014,9,111878.12118863122,1,Diesel,,Toyota,INNOVA,,Pune,839098.3345512303
465,GL F/L,2014,5,,0,Petrol,,Hyundai,Santro,,ghaziabad,213064.17118578803
562,LXI CNG,2021,9,15680.21147029228,1,Petrol + CNG,,Maruti,WAGON R,,Pune,659632.5651115059
605,RXL,2018,2,,0,Petrol + CNG,,Renault,KWID,,Surat,399991.4253127367
547,Vxi,2020,10,36657.155715083485,1,Petrol,,Maruti,Swift,,East Delhi,684999.6066581379
116,XE 85 PS,2015,3,,0,Diesel,,Nissan,Terrano 2013-2017,,Coimbatore,727251.1897606348
45,1.4 E Plus,2019,8,154821.03269153758,1,Diesel,,Hyundai,CRETA,,Manuguru,858822.8440149032
324,kwid Rxt,2017,7,,0,Petrol,,Renault,kwid Rxt,,Tirukovilur,341090.2350929788
134,Green VXI,2017,12,63775.17208221112,1,Petrol + CNG,,Maruti,CELERIO,,Pune,468141.19957608543
323,Ciaz Hybrid,2018,10,93176.72681053203,1,Diesel,,Maruti,Ciaz Hybrid,,Pune,620617.8303930616
598,VXI AMT,2020,9,56075.733857940715,1,Petrol,,Maruti,SWIFT,,Pune,496789.2737428728
134,Green VXI,2018,12,56162.27608040894,1,Petrol + CNG,,Maruti,CELERIO,,Pune,472345.73599279486
531,W10 2WD,2016,2,85140.88057487138,1,Diesel,,Mahindra,XUV500,,Nagpur,818457.30953194
593,2.5 G E4,2013,5,,0,Diesel,,Toyota,Innova 2.5G,,Bangalore,895333.6030113872
645,RXT,2019,7,20955.00638643658,1,Petrol,,Renault,Triber,,Nagpur,605777.2821685406
404,HONDA BRIO 1 2 VXAT,2015,3,,0,Petrol,,HONDA CARS LTD,HONDA BRIO 1 2 VXAT,,Coimbatore,387097.36182413145
194,S11,2020,3,119295.89928163834,1,Diesel,,Mahindra,Scorpio,,Uttar Pradesh,1400509.823312135
207,1.2 Revotron XZ,2018,6,33146.61711298379,1,Petrol,,Tata,TIAGO,,Uttar Pradesh,479317.512864898
282,HTK Plus G,2019,7,67920.2012571119,1,Diesel,,Kia,Seltos,,Palwal,1234639.161791207
142,LXI CNG,2018,2,,0,Petrol + CNG,,Maruti,Wagon R,,Delhi,464528.9262408051
616,7 SEATER W/O AC,2018,11,,0,Petrol + CNG,,Maruti,Eeco,,Karawal Nagar,399594.6851396586
685,XMA,2018,11,138286.7549968715,1,Diesel,,Tata,Hexa,,Lucknow,924492.7109450029
251,VDI BSIV,2013,6,,0,Diesel,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Tiruvannamalai,563665.8392786654
184,1.6 CRDi SX,2015,10,75359.33567258746,1,Diesel,,Hyundai,Verna,,Surat,493453.65682725405
627,LXi,2022,2,1196.6248757834924,1,Petrol,,Maruti,Swift,,Delhi,585618.2613425254
525,1.5 TDI Highline Plus,2016,6,72779.81359831426,1,Diesel,,Volkswagen,Vento,,Nashik,477859.6493129695
402,1.5 V MT,2013,3,122904.17003022449,1,Petrol,,Honda,City,,Cuddalore,545631.12939994
89,1.5 S MT,2017,3,70989.99536296152,1,Petrol,,Honda,City,,Faridabad,1039684.6231066661
207,1.2 Revotron XZ,2020,4,34251.09120347575,1,Petrol,,Tata,TIAGO,,Uttar Pradesh,474042.58229102887
466,1 5 TI VCT P TIT AT,2017,10,,0,Petrol,,FORD,FIGO ASPIRE,,Tiruvallur,675359.3519885654
232,EECO 5 SEATER WITH AC,2013,1,,0,Petrol,,Maruti,EECO 5 SEATER WITH AC,,Hyderabad,330443.9730467148
616,7 SEATER W/O AC,2018,9,,0,Petrol + CNG,,Maruti,Eeco,,Karawal Nagar,383621.8861774755
193,SMARTI HYBRID ZETA,2019,10,,0,Petrol,,Maruti,XL6,,Rajkot,906781.1218712941
664,ZDi,2015,5,101870.90892847253,1,Diesel,,Maruti,Vitara Brezza,,Bangalore,738887.6100618164
165,VTVT SX 1 6,2014,2,,0,Petrol,,HYUNDAI,VERNA,,Chennai,490189.62024454237
209,1.2 Revotron XT,2019,12,47510.795519498206,1,Petrol,,Tata,TIAGO,,Nagpur,522296.5029777461
534,ZXI AT,2015,11,,0,Petrol,,Maruti,Celerio 2014-2017,,Jaipur,425782.09557654074
556,Vxi,2015,8,105748.79147144512,1,Petrol,,Maruti,Alto K10,,West Delhi,280946.95532846363
18,VDI,2013,10,,0,Diesel,,Maruti,Swift,,Puducherry,409943.15466811653
528,Era Plus,2016,1,46182.646327360984,1,Petrol,,Hyundai,EON,,Udaipur,281970.18721252115
455,INNOVA CRYSTA,2013,6,,0,Diesel,,Toyota,Innova Crysta 2016-2020,,Jaipur,1042535.9735333689
432,1.6 CRDI,2013,7,,0,Diesel,,Hyundai,Verna 2011-2014,,Rajkot,424624.8488429469
135,Sportz 1.2,2014,3,24678.31506180201,1,Petrol,,Hyundai,Elite i20,,Airoli,422773.05717160035
382,5 Seater AC,2018,12,66803.22633445576,1,Petrol + CNG,,Maruti,Eeco,,Pune,485087.0305451229
282,HTK Plus G,2020,6,58807.414377015186,1,Diesel,,Kia,Seltos,,Palwal,1246403.6656416238
124,ZXi,2021,6,40872.45615797196,1,Petrol,,Maruti,Swift,,Pune,722305.849482423
625,Magna,2018,1,51561.69926986184,1,Petrol,,Hyundai,Grand i10,,Ghaziabad,482841.7159880297
525,1.5 TDI Highline Plus,2016,6,71754.0638315927,1,Diesel,,Volkswagen,Vento,,Nashik,486888.26081760344
647,ZDi,2017,5,49507.40857840055,1,Diesel,,Maruti,Vitara Brezza,,Meerut,787981.2693119778
261,VXI 1.2,2022,5,22254.767471121217,1,Petrol,,Maruti,Dzire,,New Delhi,825334.0375024554
667,TOUR S STD,2020,5,95394.89211294905,1,Petrol + CNG,,Maruti,Swift Dzire,,Pune,602132.4328733174
681,VW POLO GT 1 2 TSI,2015,10,19283.528854751556,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,703479.4357230575
360,Vxi,2019,6,57999.18005934364,1,Petrol + CNG,,Maruti,Swift,,Faridabad,620953.5330145989
223,2.0 Limited 4X4,2023,3,5474.005036554288,1,Diesel,,Jeep,Compass,,Nizamabad,2708678.730050096
661,Zeta,2022,10,30119.46073427272,1,Petrol,,Maruti,Baleno,,Udaipur,690068.3483359362
580,C CLASS 220 BLUEEFFICIENCY,2013,5,,0,Diesel,,MERCEDES,C CLASS 220 BLUEEFFICIENCY,,Tiruvannamalai,1424361.8485226575
508,BREZZA VDI,2018,6,,0,Diesel,,Maruti,VITARA BREZZA VDI,,Thiruvadanai Tk,849086.2087435533
555,ZXi,2021,5,30034.382841797862,1,Petrol,,Maruti,Swift,,Pune,706558.8805641457
419,LXi,2019,7,42536.60749084295,1,Petrol,,Maruti,Alto 800,,Mangalore,328831.50552877603
75,LXI CNG,2018,5,48630.09152501945,1,Petrol + CNG,,Maruti,Wagon R,,Ghaziabad,502654.55963095574
106,1.4 CRDi Asta,2014,4,143757.0521349692,1,Diesel,,Hyundai,i20,,Tiruppur,547248.9174908114
645,RXT,2020,8,22658.896929203533,1,Petrol,,Renault,Triber,,Nagpur,596186.111496434
559,LXI BS IV,2014,8,23186.233688216125,1,Petrol + CNG,,Maruti,WAGON R,,Thane,414301.6427482786
106,1.4 CRDi Asta,2016,5,147812.14651636852,1,Diesel,,Hyundai,i20,,Tiruppur,573741.4527835422
559,LXI BS IV,2015,10,26155.83665678819,1,Petrol + CNG,,Maruti,WAGON R,,Thane,416309.5496415903
71,1.6 CRDI AT SX Option,2017,10,74816.92343258946,1,Diesel,,Hyundai,Verna,,Karnataka,912029.4097568514
285,VXI,2015,1,,0,Petrol,,Maruti,Swift Dzire,,North East Delhi,510745.12250652304
553,SX CRDi AT,2010,10,,0,Diesel,,Hyundai,Verna 2011-2014,,Hyderabad,522872.3915876863
382,5 Seater AC,2019,12,62741.3701446887,1,Petrol + CNG,,Maruti,Eeco,,Pune,441660.05643198104
730,T8,2016,1,37890.177849672116,1,Diesel,,Mahindra,TUV 300,,Morbi,649161.0092270542
325,1.2 Revotron XT,2021,2,27192.649856944703,1,Petrol + CNG,,Tata,Tiago,,Delhi,787566.9541390905
517,E MT,2015,7,65567.66606630951,1,Petrol,,Honda,Brio,,Ghaziabad,287478.46896320325
129,VXI CNG,2020,1,59090.173731392686,1,Petrol + CNG,,Maruti,Celerio,,Palwal,642760.2907330145
586,ASTA 1.4 CRDI,2018,1,,0,Petrol,,Hyundai,I20 ASTA 1.4 CRDI,,Bangalore,702410.9181779089
179,S i-VTEC,2021,7,116138.12732606116,1,Petrol,,Honda,Amaze,,Ghaziabad,701048.2754314373
166,RxL,2022,6,6502.089148072115,1,Petrol,,Renault,Triber,,Viluppuram,563918.1922696338
416,1.4 CRDi,2020,7,44492.50268441049,1,Diesel,,Hyundai,Venue,,Lucknow,876089.3741267353
137,GT TSI BSIV,2016,6,68598.24858371804,1,Petrol,,Volkswagen,Polo,,Hyderabad,679141.1761561692
125,3.0 Diesel,2015,2,86684.36386544433,1,Diesel,,Toyota,Fortuner,,Ludhiana,1627986.4664948015
226,Magna,2016,7,79224.62621868434,1,Diesel,,Hyundai,Grand i10,,Ludhiana,411791.8493973984
83,Sportz 1.4 CRDi,2017,9,124060.53624760876,1,Diesel,,Hyundai,Elite i20,,Ghaziabad,674647.3833880441
336,1.5 S MT,2015,2,108165.32999851814,1,Diesel,,Honda,City,,Chennai,623548.8278877785
230,1.0L MPI,2019,11,,0,Petrol,,Volkswagen,Polo,,Bangalore,777522.169648835
303,VXI Optional,2016,9,144453.01896435255,1,Petrol,,Maruti,Alto K10,,Udaipur,225180.5873860598
612,1.4 CRDi Asta,2018,5,102603.13054285405,1,Diesel,,Hyundai,i20,,Cuddalore,707715.5616010939
158,VXI CNG,2023,1,40983.30561944328,1,Petrol + CNG,,Maruti,Ertiga,,Delhi,1019804.0320081381
752,HIGHLNE,2013,6,,0,Diesel,,Volkswagen,Polo,,Rajkot,477273.2982851653
387,T O,2017,9,,0,Petrol,,NISSAN,REDIGO,,New Delhi,248951.23208977963
663,XZ,2021,10,17377.744015648223,1,Petrol,,Tata,Altroz,,Ghaziabad,778484.9383202769
711,VXI 1.2 BS IV,2016,1,,0,Petrol + CNG,,Maruti,Dzire 2017-2020,,Hapur,449385.8363870157
87,VXI AT,2015,9,,0,Diesel,,Maruti,Swift Dzire,,Jaipur,609661.426054852
264,VX CVT Diesel,2018,9,110861.01547992311,1,Diesel,,Honda,Amaze,,Chennai,850403.9632732216
129,VXI CNG,2020,1,57405.21892609517,1,Petrol + CNG,,Maruti,Celerio,,Palwal,629539.5702896817
409,1.5 V MT,2017,1,51624.566302824394,1,Petrol,,Honda,City,,Bangalore,804045.3194576338
677,VDI,2014,11,,0,Diesel,,Maruti,Swift Dzire,,Jaipur,657475.4761682145
353,W8,2021,4,31767.205310859754,1,Diesel,,Mahindra,XUV300,,Ahmedabad,1311009.9745311395
345,Zeta,2019,7,,0,Petrol,,Maruti,XL6,,Bangalore,962703.9974838481
113,LXi,2018,2,30375.022879339518,1,Petrol,,Maruti,ALTO 800,,Udaipur,329584.018986078
657,1.5 SV MT I DTEC,2013,6,,0,Diesel,,HONDA,CITY,,Chennai,749699.7761447825
528,Era Plus,2016,1,47712.23980498904,1,Petrol,,Hyundai,EON,,Udaipur,261964.48307588167
121,Delta,2017,1,48039.055106936736,1,Petrol,,Maruti,Baleno,,Bangalore,514586.9541571435
222,mFALCON D75 K8,2017,4,56048.13901905616,1,Diesel,,Mahindra,KUV 100,,Kodgu,683543.0235154134
704,85PS Diesel STD,2014,7,64450.643604624944,1,Petrol,,Renault,Duster,,Thane,503437.4120209785
138,GD,2017,11,67860.50462561428,1,Diesel,,Toyota,Etios Liva,,Puducherry,537710.7083894471
667,TOUR S STD,2022,4,89471.60678441903,1,Petrol + CNG,,Maruti,Swift Dzire,,Pune,624034.3340811715
544,1.5D TIT,2014,2,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,595873.2483873909
149,LXi,2020,10,57789.40487691374,1,Petrol + CNG,,Maruti,SWIFT,,Palwal,528370.3162037084
342,SMART HYBRID VXI,2020,12,,0,Petrol,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Kancheepuram,897448.1381646428
760,S11,2021,6,91979.70313465972,1,Diesel,,Mahindra,Scorpio,,Rajkot,1382617.215313792
128,RAPID STYLE PLUS AT 1 5 TDI CR,2015,1,,0,Diesel,,SKODA AUTO INDIA PVT LTD,RAPID STYLE PLUS AT 1 5 TDI CR,,Coimbatore,739735.0056959265
214,ZDI,2018,4,63832.43785360259,1,Diesel,,Maruti,SWIFT,,Pune,740935.8600867873
31,ZDI Plus,2018,10,87581.70810425955,1,Diesel,,Maruti,Ertiga,,Jangaon,872511.0351832727
714,Verna FL 1 6 crdi  s,2016,7,,0,Diesel,,Hyundai,Verna FL 1 6 crdi  s,,Reddiyarpalayam,579323.1130095759
536,S CNG,2023,3,6265.5299908502975,1,Petrol + CNG,,Hyundai,Aura,,Palwal,817889.5725944252
45,1.4 E Plus,2019,8,140404.42631388467,1,Diesel,,Hyundai,CRETA,,Manuguru,891583.0134493738
598,VXI AMT,2018,8,57541.82959284643,1,Petrol,,Maruti,SWIFT,,Pune,485488.09361904545
211,GTX Plus,2019,8,85063.44130437383,1,Petrol,,Kia,Seltos,,Cuddapah,1632234.1601146988
322,1.2 CRDi Asta,2015,4,89901.97753552797,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,459055.3531143177
605,RXL,2019,2,,0,Petrol + CNG,,Renault,KWID,,Surat,403229.2337160648
293,VDi,2015,11,150239.56079322918,1,Diesel,,Maruti,Ertiga,,Thane,676348.2096976441
5,1.2 VTVT SX,2015,9,42206.619214356564,1,Petrol,,HYUNDAI,Xcent,,Coimbatore,456531.67689639365
421,Vxi,2020,10,99189.11824615742,1,Petrol,,Maruti,Swift,,Rajkot,620134.3932509157
567,Magna,2015,7,53417.869461769136,1,Petrol,,Hyundai,i20,,Ghaziabad,441492.32165546814
1,RXL DCI BS,2017,1,,0,Diesel,,RENUALT,DUSTER,,Chennai,763330.4340828031
46,1.5 V AT,2016,3,59576.466077336794,1,Petrol,,Honda,City,,Pune,598328.40916587
307,CNG LXI Opt,2022,2,49018.700416860695,1,Petrol + CNG,,Maruti,Wagon R,,Delhi,522216.08392605087
54,Delta,2021,12,1301.778931638452,1,Petrol,,Maruti,Baleno,,Ghaziabad,720765.7290971961
547,Vxi,2020,9,38402.824066402834,1,Petrol,,Maruti,Swift,,East Delhi,654977.7217134949
244,2WD,2020,8,46562.39008724632,1,Diesel,,Isuzu,MUX,,Bang441,2356026.4360172073
529,Zeta,2017,12,33163.15956450368,1,Petrol,,Maruti,Baleno,,Jaipur,673766.3773094785
10,VDi,2019,6,39218.21919308029,1,Diesel,,Maruti,Dzire,,Villupuram,708310.8658864923
727,VX,2014,8,87014.429149633,1,Diesel,,Tata,Safari Storme,,Pune,526410.1789556075
339,1.6 Highline,2015,1,,0,Diesel,,Volkswagen,Vento 2013-2015,,Bangalore,625983.5776072054
477,RXT,2018,6,73966.09132193647,1,Petrol + CNG,,Renault,KWID,,Rajkot,337991.45830471104
221,XV DCI BSIV,2014,5,,0,Diesel,,NISSAN,SUNNY DCI XV BSIV,,Chennai,488365.8839012755
239,S CNG,2023,1,23231.5677496198,1,Petrol + CNG,,Hyundai,Aura,,Bhiwandi,814279.505849702
316,Vxi,2014,6,98938.83198688812,1,Petrol,,Maruti,Swift,,Jaipur,415893.4729593136
770,Vxi,2019,1,54132.669426166816,1,Petrol,,Maruti,Swift,,Chennai,683629.1528140558
552,ALTO 800 GREEN LXI,2017,7,57875.98582579619,1,Petrol + CNG,,MARUTI,ALTO 800,,Ghaziabad,297353.0338228886
475,VDi,2016,8,172710.53018687194,1,Diesel,,Maruti,Vitara Brezza,,Mumbai,640218.9945705499
304,LDi,2015,2,181134.57879856028,1,Diesel,,Maruti,Ritz,,Cuddalore,380325.4253991943
90,LXI Option,2016,11,,0,Petrol,,Maruti,Swift 2014-2021,,NEW DELHI,338243.3719845607
711,VXI 1.2 BS IV,2018,2,,0,Petrol + CNG,,Maruti,Dzire 2017-2020,,Hapur,462743.03946771915
673,1.3 Alpha,2017,4,141138.11406460637,1,Diesel,,Maruti,Ciaz,,Ludhiana,710504.1366608154
455,INNOVA CRYSTA,2013,6,,0,Diesel,,Toyota,Innova Crysta 2016-2020,,Jaipur,1045705.3683483227
552,ALTO 800 GREEN LXI,2017,7,63204.99688668034,1,Petrol + CNG,,MARUTI,ALTO 800,,Ghaziabad,293473.28905901464
82,1.6 VTVT S,2017,8,64854.62415112428,1,Petrol,,Hyundai,Creta,,Delhi,840045.7160948006
251,VDI BSIV,2014,8,,0,Diesel,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Tiruvannamalai,543255.47245059
531,W10 2WD,2016,2,85087.94308556482,1,Diesel,,Mahindra,XUV500,,Nagpur,861879.0022525957
633,5 Seater AC,2016,1,76619.72176127398,1,Petrol + CNG,,Maruti,Eeco,,Ghaziabad,331303.12674821087
29,RENAULT DUSTER RXL,2012,12,,0,Diesel,,RENAULT INDIA PVT LTD,RENAULT DUSTER RXL,,Coimbatore,562957.7209137537
412,S11,2021,2,19789.48692270088,1,Diesel,,Mahindra,Scorpio,,Panipat,1604058.8966962935
652,BALENO DELTA,2019,2,,0,Diesel,,Maruti,BALENO DELTA,,Hyderabad,699573.465471365
726,LXi,2021,7,51091.60006940265,1,Petrol,,Maruti,Swift,,Faridabad,592837.8875691545
52,i VTEC VX,2016,3,105979.27221705788,1,Petrol,,Honda,City,,Udaipur,470981.776802389
315,1.2 MPI Comfortline,2017,3,77113.4033368244,1,Diesel,,Volkswagen,Polo,,Kanchipuram,637673.4176751552
361,Vxi,2023,3,16689.593548523902,1,Petrol,,Maruti,Swift,,Faridabad,689561.8302988671
118,EECO 5 SEATER WITH AC HTR,2014,5,,0,Petrol + CNG,,Maruti,Eeco,,Rajkot,345561.3383265913
307,CNG LXI Opt,2022,2,49545.326385047854,1,Petrol + CNG,,Maruti,Wagon R,,Delhi,532218.228112498
183,1.6 VTVT SX Plus,2015,7,156057.80248389908,1,Petrol + CNG,,Hyundai,Creta,,North Delhi,780901.434089708
529,Zeta,2018,12,35812.714159567106,1,Petrol,,Maruti,Baleno,,Jaipur,675155.2795226458
351,G80 K6 Plus 5Str,2018,1,,0,Petrol,,Mahindra,KUV 100,,KANCHIPURAM,265836.0459909526
217,LXi,2019,2,97614.91823983214,1,Petrol + CNG,,Maruti,WAGON R,,Pune,411468.3022071119
239,S CNG,2022,3,26493.602323010877,1,Petrol + CNG,,Hyundai,Aura,,Bhiwandi,796116.9149453721
203,Sigma,2020,5,30929.143095175918,1,Petrol + CNG,,Maruti,Baleno,,Faridabad,629010.7930879854
46,1.5 V AT,2017,2,56676.490933592315,1,Petrol,,Honda,City,,Pune,605987.0529333465
261,VXI 1.2,2023,6,20089.826183289402,1,Petrol,,Maruti,Dzire,,New Delhi,814140.9964155662
524,Accomplished MT,2021,10,19899.638670419343,1,Petrol,,Tata,Punch,,Karanja,755414.8129805117
290,1 5D TIT P MT BSIV,2018,5,88581.1653114848,1,Diesel,,Ford,EcoSport,,Salem,798668.9079623466
471,1.5 E MT,2014,1,105943.34652680907,1,Diesel,,Honda,City,,Vijayapura,501955.36617280723
510,1.2 CRDi Sportz,2018,10,22500.528312958126,1,Petrol,,Hyundai,Grand i10,,Puducherry,547853.012944119
740,5 Seater AC,2019,7,65125.49387830045,1,Petrol + CNG,,Maruti,Eeco,,Faridabad,440355.68685740884
487,T,2015,1,70397.71727788732,1,Petrol,,Datsun,GO,,Delhi,246017.71934656752
699,LXI CNG,2021,5,43811.806771582305,1,Petrol + CNG,,Maruti,WAGON R,,Gwalior,599228.4654242875
158,VXI CNG,2021,1,40440.02834689169,1,Petrol + CNG,,Maruti,Ertiga,,Delhi,1038584.4724934581
498,SX Diesel,2023,2,27898.658450253337,1,Diesel,,Hyundai,Venue,,Arni,1090151.9746373107
7,VDI,2018,4,105238.76695879776,1,Diesel,,Maruti,Swift Dzire,,Mahbubnagar,677355.5080775783
170,ZLX BSIII,2015,3,100297.05277100114,1,Diesel,,Mahindra,Bolero,,Salem,816412.9130203247
30,1.1 CRDi Base,2013,4,85417.17748578532,1,Diesel,,Hyundai,Xcent,,Bagalkot,428972.91293543344
282,HTK Plus G,2019,7,60442.60871992176,1,Diesel,,Kia,Seltos,,Palwal,1223989.5277522036
293,VDi,2016,9,156680.18902892902,1,Diesel,,Maruti,Ertiga,,Thane,671817.7580886781
301,1.5 Diesel Titanium,2015,10,44382.64592125735,1,Diesel,,Ford,EcoSport,,Ludhiana,618277.9359795282
290,1 5D TIT P MT BSIV,2018,5,90123.96314060052,1,Diesel,,Ford,EcoSport,,Salem,802328.0441571559
683,SLX,2019,7,143572.63132094702,1,Diesel,,Mahindra,Bolero Power Plus,,Salem,693314.1129076491
590,T Option,2017,4,25589.725457418805,1,Petrol,,Datsun,RediGO,,Udaipur,231113.5464993333
685,XMA,2017,11,119030.88600443896,1,Diesel,,Tata,Hexa,,Lucknow,914224.8018639291
217,LXi,2019,2,106310.87531937039,1,Petrol + CNG,,Maruti,WAGON R,,Pune,388541.8581273497
308,RXT BSIV,2022,9,10745.172353718235,1,Petrol,,Renault,KWID,,Jaipur,475650.6974977806
168,POLO 1 2 HIGHLINE,2015,11,,0,Petrol,,Volkswagen,Polo 1 2 HIGHLINE,,Coimbatore,527529.3610787459
245,LXI,2019,12,26894.668341917775,1,Petrol,,Maruti,ALTO,,Udaipur,397924.825406807
492,VXI,2017,6,,0,Petrol,,Maruti Suzuki india ltd,Maruti Dzire VXI,,PUDUKOTTAI,622112.7914882856
608,1.5 Revotorq XMA,2018,3,134281.47558854125,1,Diesel,,Tata,Nexon,,Faridabad,622276.3395407734
664,ZDi,2017,5,109372.56492727775,1,Diesel,,Maruti,Vitara Brezza,,Bangalore,714363.0398125327
555,ZXi,2021,5,27114.034949596014,1,Petrol,,Maruti,Swift,,Pune,688070.5444956876
464,1.6 CR MT HIGHLINE,2015,10,,0,Diesel,,VOLKSWAGEN,VENTO,,Coimbatore,563475.7525487734
440,1.2 HIGHLINE,2016,1,,0,Petrol,,Volkswagen,AMEO,,Rajkot,381145.6751548159
695,Vxi,2022,10,56504.931364680684,1,Petrol,,Maruti,Swift,,Udaipur,736376.6193053378
491,1.4 CRDi S,2018,4,87816.78830985627,1,Diesel,,Hyundai,CRETA,,Udaipur,877852.1214985112
114,LXI CNG,2019,4,,0,Petrol,,Maruti,Alto 800,,Rajkot,310701.36553683947
290,1 5D TIT P MT BSIV,2017,4,84169.37831836313,1,Diesel,,Ford,EcoSport,,Salem,808637.8204143106
608,1.5 Revotorq XMA,2017,5,135009.02869107405,1,Diesel,,Tata,Nexon,,Faridabad,606125.6778533862
69,AMT VXI BSIV,2020,1,26473.76690414312,1,Petrol,,Maruti,SWIFT,,Mahabubnagar,643714.954179014
71,1.6 CRDI AT SX Option,2018,11,70590.17747967275,1,Diesel,,Hyundai,Verna,,Karnataka,872637.8184937005
416,1.4 CRDi,2018,7,51345.56019264854,1,Diesel,,Hyundai,Venue,,Lucknow,834991.0357256471
477,RXT,2018,4,64481.270968052675,1,Petrol + CNG,,Renault,KWID,,Rajkot,324025.60873407614
193,SMARTI HYBRID ZETA,2020,11,,0,Petrol,,Maruti,XL6,,Rajkot,863166.732871386
587,Zeta,2018,4,42590.05042375858,1,Petrol,,Maruti,Baleno,,Krishnagiri,614501.0714325093
567,Magna,2017,7,55118.83614883834,1,Petrol,,Hyundai,i20,,Ghaziabad,469573.0508831329
497,Vxi,2023,7,2281.0412988517705,1,Petrol,,Maruti,Celerio,,Salem,510440.9566861981
396,1.5 E MT,2014,6,50551.55060889443,1,Petrol,,Honda,City,,Delhi,633260.6792211577
303,VXI Optional,2016,9,148659.6720025981,1,Petrol,,Maruti,Alto K10,,Udaipur,218047.88319337976
593,2.5 G E4,2015,6,,0,Diesel,,Toyota,Innova 2.5G,,Bangalore,906866.5722405034
577,VXI BS IV,2015,3,56630.66552869892,1,Petrol,,Maruti,WAGON R,,Haryana,348868.64776285517
